strain	trait	value
QG2811	q75.temp-3mo	18.156043956044
QG2811	q90.temp-3mo	20.9071428571429
QG2811	max.temp-3mo	22.2175824175824
QG2813	min.temp-3mo	14.9307692307692
QG2813	q10.temp-3mo	15.5197802197802
QG2813	q25.temp-3mo	16.5057692307692
QG2813	mean.temp-3mo	19.131456043956
QG2813	median.temp-3mo	18.8038461538462
QG2813	q75.temp-3mo	21.7252747252747
QG2813	q90.temp-3mo	23.0703296703297
QG2813	max.temp-3mo	23.7945054945055
QG2818	min.temp-3mo	12.9450549450549
QG2818	q10.temp-3mo	13.601978021978
QG2818	q25.temp-3mo	14.560989010989
QG2818	mean.temp-3mo	17.6982142857143
QG2818	median.temp-3mo	17.2373626373626
QG2818	q75.temp-3mo	20.2678571428571
QG2818	q90.temp-3mo	22.6937362637363
QG2818	max.temp-3mo	23.6021978021978
QG2823	min.temp-3mo	12.3440677966102
QG2823	q10.temp-3mo	12.3440677966102
QG2823	q25.temp-3mo	12.3440677966102
QG2823	mean.temp-3mo	12.3440677966102
QG2823	median.temp-3mo	12.3440677966102
QG2823	q75.temp-3mo	12.3440677966102
QG2823	q90.temp-3mo	12.3440677966102
QG2823	max.temp-3mo	12.3440677966102
QG2824	min.temp-3mo	12.3440677966102
QG2824	q10.temp-3mo	12.3440677966102
QG2824	q25.temp-3mo	12.3440677966102
QG2824	mean.temp-3mo	12.3440677966102
QG2824	median.temp-3mo	12.3440677966102
QG2824	q75.temp-3mo	12.3440677966102
QG2824	q90.temp-3mo	12.3440677966102
QG2824	max.temp-3mo	12.3440677966102
QG2825	min.temp-3mo	12.3440677966102
QG2825	q10.temp-3mo	12.3440677966102
QG2825	q25.temp-3mo	12.3440677966102
QG2825	mean.temp-3mo	12.3440677966102
QG2825	median.temp-3mo	12.3440677966102
QG2825	q75.temp-3mo	12.3440677966102
QG2825	q90.temp-3mo	12.3440677966102
QG2825	max.temp-3mo	12.3440677966102
QG2827	min.temp-3mo	10.1846153846154
QG2827	q10.temp-3mo	11.0624175824176
QG2827	q25.temp-3mo	12.1173076923077
QG2827	mean.temp-3mo	15.5567242281528
QG2827	median.temp-3mo	14.9296703296703
QG2827	q75.temp-3mo	19.0403846153846
QG2827	q90.temp-3mo	21.0273626373626
QG2827	max.temp-3mo	21.9758241758242
QG2828	min.temp-3mo	10.1846153846154
QG2828	q10.temp-3mo	11.0624175824176
QG2828	q25.temp-3mo	12.1173076923077
QG2828	mean.temp-3mo	15.5567242281528
QG2828	median.temp-3mo	14.9296703296703
QG2828	q75.temp-3mo	19.0403846153846
QG2828	q90.temp-3mo	21.0273626373626
QG2828	max.temp-3mo	21.9758241758242
QG2832	min.temp-3mo	13.1197802197802
QG2832	q10.temp-3mo	14.087032967033
QG2832	q25.temp-3mo	15.0016483516484
QG2832	mean.temp-3mo	17.6643797766231
QG2832	median.temp-3mo	17.3824175824176
QG2832	q75.temp-3mo	20.2527472527473
QG2832	q90.temp-3mo	21.8341758241758
QG2832	max.temp-3mo	22.667032967033
QG2835	min.temp-3mo	14.2373626373626
QG2835	q10.temp-3mo	14.7861538461538
QG2835	q25.temp-3mo	15.5304945054945
QG2835	mean.temp-3mo	18.0624084249084
QG2835	median.temp-3mo	17.6423076923077
QG2835	q75.temp-3mo	19.9527472527473
QG2835	q90.temp-3mo	22.2607692307692
QG2835	max.temp-3mo	23.0274725274725
QG2836	min.temp-3mo	14.1417582417582
QG2836	q10.temp-3mo	14.702087912087899
QG2836	q25.temp-3mo	15.4489010989011
QG2836	mean.temp-3mo	17.9787545787546
QG2836	median.temp-3mo	17.5598901098901
QG2836	q75.temp-3mo	19.8728021978022
QG2836	q90.temp-3mo	22.183956043956
QG2836	max.temp-3mo	22.932967032967
QG2837	min.temp-3mo	14.1010989010989
QG2837	q10.temp-3mo	14.662967032967
QG2837	q25.temp-3mo	15.4063186813187
QG2837	mean.temp-3mo	17.9394688644689
QG2837	median.temp-3mo	17.5307692307692
QG2837	q75.temp-3mo	19.8285714285714
QG2837	q90.temp-3mo	22.1474725274725
QG2837	max.temp-3mo	22.878021978022
QG2838	min.temp-3mo	12.9879120879121
QG2838	q10.temp-3mo	13.9574725274725
QG2838	q25.temp-3mo	14.8681318681319
QG2838	mean.temp-3mo	17.5309947388861
QG2838	median.temp-3mo	17.2478021978022
QG2838	q75.temp-3mo	20.1120879120879
QG2838	q90.temp-3mo	21.7220879120879
QG2838	max.temp-3mo	22.5571428571429
QG2841	min.temp-3mo	16.7845238095238
QG2841	q10.temp-3mo	17.0802380952381
QG2841	q25.temp-3mo	17.5238095238095
QG2841	mean.temp-3mo	18.2630952380952
QG2841	median.temp-3mo	18.2630952380952
QG2841	q75.temp-3mo	19.002380952381
QG2841	q90.temp-3mo	19.4459523809524
QG2841	max.temp-3mo	19.7416666666667
QG2843	min.temp-3mo	16.6258823529412
QG2843	q10.temp-3mo	16.9278823529412
QG2843	q25.temp-3mo	17.3808823529412
QG2843	mean.temp-3mo	18.1358823529412
QG2843	median.temp-3mo	18.1358823529412
QG2843	q75.temp-3mo	18.8908823529412
QG2843	q90.temp-3mo	19.3438823529412
QG2843	max.temp-3mo	19.6458823529412
QG2846	min.temp-3mo	16.7845238095238
QG2846	q10.temp-3mo	17.0802380952381
QG2846	q25.temp-3mo	17.5238095238095
QG2846	mean.temp-3mo	18.2630952380952
QG2846	median.temp-3mo	18.2630952380952
QG2846	q75.temp-3mo	19.002380952381
QG2846	q90.temp-3mo	19.4459523809524
QG2846	max.temp-3mo	19.7416666666667
QG2850	min.temp-3mo	5.2956043956044
QG2850	q10.temp-3mo	6.2067032967033
QG2850	q25.temp-3mo	7.71758241758242
QG2850	mean.temp-3mo	11.6136970172684
QG2850	median.temp-3mo	11.0428571428571
QG2850	q75.temp-3mo	14.9818681318681
QG2850	q90.temp-3mo	18.1665934065934
QG2850	max.temp-3mo	18.9879120879121
QG2854	min.temp-3mo	5.2956043956044
QG2854	q10.temp-3mo	6.2067032967033
QG2854	q25.temp-3mo	7.71758241758242
QG2854	mean.temp-3mo	11.6136970172684
QG2854	median.temp-3mo	11.0428571428571
QG2854	q75.temp-3mo	14.9818681318681
QG2854	q90.temp-3mo	18.1665934065934
QG2854	max.temp-3mo	18.9879120879121
QG2855	min.temp-3mo	5.2956043956044
QG2855	q10.temp-3mo	6.2067032967033
QG2855	q25.temp-3mo	7.71758241758242
QG2855	mean.temp-3mo	11.6136970172684
QG2855	median.temp-3mo	11.0428571428571
QG2855	q75.temp-3mo	14.9818681318681
QG2855	q90.temp-3mo	18.1665934065934
QG2855	max.temp-3mo	18.9879120879121
QG2857	min.temp-3mo	5.5021978021978
QG2857	q10.temp-3mo	6.39945054945055
QG2857	q25.temp-3mo	7.88956043956044
QG2857	mean.temp-3mo	11.730592621664
QG2857	median.temp-3mo	11.1494505494505
QG2857	q75.temp-3mo	15.035989010989
QG2857	q90.temp-3mo	18.2307692307692
QG2857	max.temp-3mo	19.0274725274725
QG2873	min.temp-3mo	7.93956043956044
QG2873	q10.temp-3mo	8.90384615384615
QG2873	q25.temp-3mo	10.3197802197802
QG2873	mean.temp-3mo	14.2948979591837
QG2873	median.temp-3mo	13.4
QG2873	q75.temp-3mo	17.3096153846154
QG2873	q90.temp-3mo	21.4626373626374
QG2873	max.temp-3mo	22.578021978022
QG2874	min.temp-3mo	7.74395604395604
QG2874	q10.temp-3mo	8.73824175824176
QG2874	q25.temp-3mo	10.1760989010989
QG2874	mean.temp-3mo	14.2598704866562
QG2874	median.temp-3mo	13.356593406593401
QG2874	q75.temp-3mo	17.339010989011
QG2874	q90.temp-3mo	21.6
QG2874	max.temp-3mo	22.7538461538462
QG2875	min.temp-3mo	7.86263736263736
QG2875	q10.temp-3mo	8.83846153846154
QG2875	q25.temp-3mo	10.2651098901099
QG2875	mean.temp-3mo	14.2785518053375
QG2875	median.temp-3mo	13.3653846153846
QG2875	q75.temp-3mo	17.3164835164835
QG2875	q90.temp-3mo	21.5253846153846
QG2875	max.temp-3mo	22.6615384615385
QG2877	min.temp-3mo	7.74395604395604
QG2877	q10.temp-3mo	8.73824175824176
QG2877	q25.temp-3mo	10.1760989010989
QG2877	mean.temp-3mo	14.2598704866562
QG2877	median.temp-3mo	13.356593406593401
QG2877	q75.temp-3mo	17.339010989011
QG2877	q90.temp-3mo	21.6
QG2877	max.temp-3mo	22.7538461538462
QG2932	min.temp-3mo	4.04285714285714
QG2932	q10.temp-3mo	5.12934065934066
QG2932	q25.temp-3mo	7.23296703296703
QG2932	mean.temp-3mo	11.5827904238619
QG2932	median.temp-3mo	11.2208791208791
QG2932	q75.temp-3mo	15.5876373626374
QG2932	q90.temp-3mo	18.7507692307692
QG2932	max.temp-3mo	19.8054945054945
AB1	min.temp-36mo	12.5654024051804
AB1	q10.temp-36mo	13.3578260869565
AB1	q25.temp-36mo	14.6185476410731
AB1	mean.temp-36mo	16.3816272911486
AB1	median.temp-36mo	16.1738205365402
AB1	q75.temp-36mo	17.9639916743756
AB1	q90.temp-36mo	19.5612025901943
AB1	max.temp-36mo	20.5797409805735
BRC20067	min.temp-36mo	20.8924930491196
BRC20067	q10.temp-36mo	21.2176923076923
BRC20067	q25.temp-36mo	21.9142261353105
BRC20067	mean.temp-36mo	23.7579214660841
BRC20067	median.temp-36mo	23.4436515291937
BRC20067	q75.temp-36mo	25.4890639481001
BRC20067	q90.temp-36mo	26.5153104726599
BRC20067	max.temp-36mo	27.1613531047266
BRC20263	min.temp-36mo	15.1809613572102
BRC20263	q10.temp-36mo	15.6751555136664
BRC20263	q25.temp-36mo	16.4977615457116
BRC20263	mean.temp-36mo	18.5295073459894
BRC20263	median.temp-36mo	18.37205466541
BRC20263	q75.temp-36mo	20.3770263901979
BRC20263	q90.temp-36mo	21.6377191328935
BRC20263	max.temp-36mo	22.52205466541
CB4854	min.temp-36mo	12.5655874190564
CB4854	q10.temp-36mo	13.2690934320074
CB4854	q25.temp-36mo	14.1787927844588
CB4854	mean.temp-36mo	16.9169585485884
CB4854	median.temp-36mo	16.3167437557817
CB4854	q75.temp-36mo	19.6379509713228
CB4854	q90.temp-36mo	21.3290841813136
CB4854	max.temp-36mo	22.2676225716929
CB4856	min.temp-36mo	21.4518963922294
CB4856	q10.temp-36mo	21.9830434782609
CB4856	q25.temp-36mo	22.6141073080481
CB4856	mean.temp-36mo	24.3445844896701
CB4856	median.temp-36mo	23.9030064754857
CB4856	q75.temp-36mo	26.1928075855689
CB4856	q90.temp-36mo	27.1595282146161
CB4856	max.temp-36mo	27.8038852913969
CX11254	min.temp-36mo	Inf
CX11254	q10.temp-36mo	22.0074074074074
CX11254	q25.temp-36mo	22.1296296296296
CX11254	mean.temp-36mo	22.4567901234568
CX11254	median.temp-36mo	22.3333333333333
CX11254	q75.temp-36mo	22.7222222222222
CX11254	q90.temp-36mo	22.9555555555556
CX11254	max.temp-36mo	-Inf
CX11262	min.temp-36mo	Inf
CX11262	q10.temp-36mo	22.0074074074074
CX11262	q25.temp-36mo	22.1296296296296
CX11262	mean.temp-36mo	22.4567901234568
CX11262	median.temp-36mo	22.3333333333333
CX11262	q75.temp-36mo	22.7222222222222
CX11262	q90.temp-36mo	22.9555555555556
CX11262	max.temp-36mo	-Inf
CX11264	min.temp-36mo	Inf
CX11264	q10.temp-36mo	22.0074074074074
CX11264	q25.temp-36mo	22.1296296296296
CX11264	mean.temp-36mo	22.4567901234568
CX11264	median.temp-36mo	22.3333333333333
CX11264	q75.temp-36mo	22.7222222222222
CX11264	q90.temp-36mo	22.9555555555556
CX11264	max.temp-36mo	-Inf
CX11271	min.temp-36mo	Inf
CX11271	q10.temp-36mo	22.0074074074074
CX11271	q25.temp-36mo	22.1296296296296
CX11271	mean.temp-36mo	22.4567901234568
CX11271	median.temp-36mo	22.3333333333333
CX11271	q75.temp-36mo	22.7222222222222
CX11271	q90.temp-36mo	22.9555555555556
CX11271	max.temp-36mo	-Inf
CX11276	min.temp-36mo	Inf
CX11276	q10.temp-36mo	12.7211904761905
CX11276	q25.temp-36mo	13.7946428571429
CX11276	mean.temp-36mo	17.0029319402064
CX11276	median.temp-36mo	16.3738095238095
CX11276	q75.temp-36mo	20.1654761904762
CX11276	q90.temp-36mo	22.172619047619
CX11276	max.temp-36mo	-Inf
CX11285	min.temp-36mo	Inf
CX11285	q10.temp-36mo	22.0074074074074
CX11285	q25.temp-36mo	22.1296296296296
CX11285	mean.temp-36mo	22.4567901234568
CX11285	median.temp-36mo	22.3333333333333
CX11285	q75.temp-36mo	22.7222222222222
CX11285	q90.temp-36mo	22.9555555555556
CX11285	max.temp-36mo	-Inf
CX11292	min.temp-36mo	Inf
CX11292	q10.temp-36mo	13.0207678883072
CX11292	q25.temp-36mo	14.0850785340314
CX11292	mean.temp-36mo	17.2843954632246
CX11292	median.temp-36mo	16.6378708551483
CX11292	q75.temp-36mo	20.456369982548
CX11292	q90.temp-36mo	22.4458638743456
CX11292	max.temp-36mo	-Inf
CX11307	min.temp-36mo	Inf
CX11307	q10.temp-36mo	17.3810261374637
CX11307	q25.temp-36mo	19.6447241045499
CX11307	mean.temp-36mo	21.7721221002612
CX11307	median.temp-36mo	22.4201355275895
CX11307	q75.temp-36mo	24.5500968054211
CX11307	q90.temp-36mo	25.4078412391094
CX11307	max.temp-36mo	-Inf
CX11314	min.temp-36mo	Inf
CX11314	q10.temp-36mo	22.0074074074074
CX11314	q25.temp-36mo	22.1296296296296
CX11314	mean.temp-36mo	22.4567901234568
CX11314	median.temp-36mo	22.3333333333333
CX11314	q75.temp-36mo	22.7222222222222
CX11314	q90.temp-36mo	22.9555555555556
CX11314	max.temp-36mo	-Inf
CX11315	min.temp-36mo	Inf
CX11315	q10.temp-36mo	17.3810261374637
CX11315	q25.temp-36mo	19.6447241045499
CX11315	mean.temp-36mo	21.7721221002612
CX11315	median.temp-36mo	22.4201355275895
CX11315	q75.temp-36mo	24.5500968054211
CX11315	q90.temp-36mo	25.4078412391094
CX11315	max.temp-36mo	-Inf
DL200	min.temp-36mo	13.5534218590398
DL200	q10.temp-36mo	14.3592849846782
DL200	q25.temp-36mo	15.426455566905
DL200	mean.temp-36mo	17.2555334406115
DL200	median.temp-36mo	17.0537282941777
DL200	q75.temp-36mo	19.063100102145
DL200	q90.temp-36mo	20.3828804902962
DL200	max.temp-36mo	21.2394279877426
DL226	min.temp-36mo	Inf
DL226	q10.temp-36mo	6.93876567020251
DL226	q25.temp-36mo	8.22179363548698
DL226	mean.temp-36mo	11.494212448505
DL226	median.temp-36mo	11.0906460945034
DL226	q75.temp-36mo	14.7131147540984
DL226	q90.temp-36mo	16.7187078109933
DL226	max.temp-36mo	-Inf
DL238	min.temp-36mo	Inf
DL238	q10.temp-36mo	22.9307962962963
DL238	q25.temp-36mo	23.7513888888889
DL238	mean.temp-36mo	25.3335197329773
DL238	median.temp-36mo	25.3599074074074
DL238	q75.temp-36mo	26.9101851851852
DL238	q90.temp-36mo	27.6891481481481
DL238	max.temp-36mo	-Inf
ECA189	min.temp-36mo	Inf
ECA189	q10.temp-36mo	18.8147058823529
ECA189	q25.temp-36mo	19.4575239398085
ECA189	mean.temp-36mo	21.577990917525
ECA189	median.temp-36mo	21.0210670314637
ECA189	q75.temp-36mo	23.7801641586867
ECA189	q90.temp-36mo	24.8811491108071
ECA189	max.temp-36mo	-Inf
ECA191	min.temp-36mo	Inf
ECA191	q10.temp-36mo	18.8147058823529
ECA191	q25.temp-36mo	19.4575239398085
ECA191	mean.temp-36mo	21.577990917525
ECA191	median.temp-36mo	21.0210670314637
ECA191	q75.temp-36mo	23.7801641586867
ECA191	q90.temp-36mo	24.8811491108071
ECA191	max.temp-36mo	-Inf
ECA246	min.temp-36mo	12.4668825161887
ECA246	q10.temp-36mo	13.208362627197
ECA246	q25.temp-36mo	14.1256012950971
ECA246	mean.temp-36mo	16.8517393701163
ECA246	median.temp-36mo	16.2125809435708
ECA246	q75.temp-36mo	19.5918825161887
ECA246	q90.temp-36mo	21.3050601295097
ECA246	max.temp-36mo	22.2768732654949
ECA248	min.temp-36mo	10.9537465309898
ECA248	q10.temp-36mo	11.565652173913
ECA248	q25.temp-36mo	12.4526827012026
ECA248	mean.temp-36mo	15.013207757907301
ECA248	median.temp-36mo	14.6706753006475
ECA248	q75.temp-36mo	17.4851988899167
ECA248	q90.temp-36mo	18.9555319148936
ECA248	max.temp-36mo	19.8195189639223
ECA250	min.temp-36mo	11.2840888066605
ECA250	q10.temp-36mo	12.0669472710453
ECA250	q25.temp-36mo	13.0382747456059
ECA250	mean.temp-36mo	16.0090836673862
ECA250	median.temp-36mo	15.418270120259
ECA250	q75.temp-36mo	19.020420906568
ECA250	q90.temp-36mo	20.6434505087882
ECA250	max.temp-36mo	21.4610545790934
ECA251	min.temp-36mo	12.8285846438483
ECA251	q10.temp-36mo	13.4838760407031
ECA251	q25.temp-36mo	14.3514107308048
ECA251	mean.temp-36mo	17.0427892509169
ECA251	median.temp-36mo	16.4399167437558
ECA251	q75.temp-36mo	19.6598982423682
ECA251	q90.temp-36mo	21.3763459759482
ECA251	max.temp-36mo	22.3120259019426
ECA252	min.temp-36mo	12.8285846438483
ECA252	q10.temp-36mo	13.4838760407031
ECA252	q25.temp-36mo	14.3514107308048
ECA252	mean.temp-36mo	17.0427892509169
ECA252	median.temp-36mo	16.4399167437558
ECA252	q75.temp-36mo	19.6598982423682
ECA252	q90.temp-36mo	21.3763459759482
ECA252	max.temp-36mo	22.3120259019426
ECA347	min.temp-36mo	3.88085106382979
ECA347	q10.temp-36mo	4.80023126734505
ECA347	q25.temp-36mo	5.58651711378353
ECA347	mean.temp-36mo	7.92504123948895
ECA347	median.temp-36mo	7.59306197964847
ECA347	q75.temp-36mo	10.2488436632747
ECA347	q90.temp-36mo	11.4339500462535
ECA347	max.temp-36mo	12.7246993524514
ECA348	min.temp-36mo	11.4281221091582
ECA348	q10.temp-36mo	12.1453006475486
ECA348	q25.temp-36mo	12.9845744680851
ECA348	mean.temp-36mo	15.0782288608147
ECA348	median.temp-36mo	14.6918131359852
ECA348	q75.temp-36mo	17.0008556891767
ECA348	q90.temp-36mo	18.7099259944496
ECA348	max.temp-36mo	19.681868640148
ECA349	min.temp-36mo	15.8735430157262
ECA349	q10.temp-36mo	16.3300832562442
ECA349	q25.temp-36mo	17.0281683626272
ECA349	mean.temp-36mo	18.813917841521
ECA349	median.temp-36mo	18.5258094357077
ECA349	q75.temp-36mo	20.5319842738205
ECA349	q90.temp-36mo	21.6096669750231
ECA349	max.temp-36mo	22.3938945420907
ECA36	min.temp-36mo	12.6080555555556
ECA36	q10.temp-36mo	13.0824814814815
ECA36	q25.temp-36mo	13.7553240740741
ECA36	mean.temp-36mo	15.3607216710758
ECA36	median.temp-36mo	15.2166666666667
ECA36	q75.temp-36mo	16.8008564814815
ECA36	q90.temp-36mo	17.9052222222222
ECA36	max.temp-36mo	18.4732407407407
ECA363	min.temp-36mo	20.6715078630897
ECA363	q10.temp-36mo	21.4797317298797
ECA363	q25.temp-36mo	22.3697964847364
ECA363	mean.temp-36mo	24.6622393406783
ECA363	median.temp-36mo	24.1166049953747
ECA363	q75.temp-36mo	27.1235198889917
ECA363	q90.temp-36mo	28.5314431082331
ECA363	max.temp-36mo	29.2375578168363
ECA369	min.temp-36mo	20.8370952821462
ECA369	q10.temp-36mo	21.6200277520814
ECA369	q25.temp-36mo	22.4174606845513
ECA369	mean.temp-36mo	24.0575779924427
ECA369	median.temp-36mo	23.5715541165587
ECA369	q75.temp-36mo	25.856961147086
ECA369	q90.temp-36mo	26.9921184088807
ECA369	max.temp-36mo	27.8259944495837
ECA372	min.temp-36mo	Inf
ECA372	q10.temp-36mo	22.2163240223464
ECA372	q25.temp-36mo	23.059469273743
ECA372	mean.temp-36mo	25.1925044108919
ECA372	median.temp-36mo	25.2035754189944
ECA372	q75.temp-36mo	27.272905027933
ECA372	q90.temp-36mo	28.1655642458101
ECA372	max.temp-36mo	-Inf
ECA396	min.temp-36mo	18.1624421831637
ECA396	q10.temp-36mo	18.7259204440333
ECA396	q25.temp-36mo	19.3703515263645
ECA396	mean.temp-36mo	21.5174842035519
ECA396	median.temp-36mo	20.9614246068455
ECA396	q75.temp-36mo	23.7581868640148
ECA396	q90.temp-36mo	24.8255504162812
ECA396	max.temp-36mo	25.80888066605
ECA592	min.temp-36mo	10.8716666666667
ECA592	q10.temp-36mo	11.8198148148148
ECA592	q25.temp-36mo	13.0088657407407
ECA592	mean.temp-36mo	15.7891465422059
ECA592	median.temp-36mo	15.2796759259259
ECA592	q75.temp-36mo	18.7291898148148
ECA592	q90.temp-36mo	20.2557962962963
ECA592	max.temp-36mo	21.2737037037037
ECA593	min.temp-36mo	10.8716666666667
ECA593	q10.temp-36mo	11.8198148148148
ECA593	q25.temp-36mo	13.0088657407407
ECA593	mean.temp-36mo	15.7891465422059
ECA593	median.temp-36mo	15.2796759259259
ECA593	q75.temp-36mo	18.7291898148148
ECA593	q90.temp-36mo	20.2557962962963
ECA593	max.temp-36mo	21.2737037037037
ECA594	min.temp-36mo	10.8716666666667
ECA594	q10.temp-36mo	11.8198148148148
ECA594	q25.temp-36mo	13.0088657407407
ECA594	mean.temp-36mo	15.7891465422059
ECA594	median.temp-36mo	15.2796759259259
ECA594	q75.temp-36mo	18.7291898148148
ECA594	q90.temp-36mo	20.2557962962963
ECA594	max.temp-36mo	21.2737037037037
ECA640	min.temp-36mo	14.1102777777778
ECA640	q10.temp-36mo	14.7068518518519
ECA640	q25.temp-36mo	15.5374537037037
ECA640	mean.temp-36mo	17.4965024237433
ECA640	median.temp-36mo	17.1266203703704
ECA640	q75.temp-36mo	19.4765046296296
ECA640	q90.temp-36mo	20.679537037037
ECA640	max.temp-36mo	21.6211111111111
ECA701	min.temp-36mo	Inf
ECA701	q10.temp-36mo	21.9184615384615
ECA701	q25.temp-36mo	22.7704102564103
ECA701	mean.temp-36mo	24.8915311482321
ECA701	median.temp-36mo	24.9590256410256
ECA701	q75.temp-36mo	26.9434615384615
ECA701	q90.temp-36mo	27.8246769230769
ECA701	max.temp-36mo	-Inf
ECA703	min.temp-36mo	Inf
ECA703	q10.temp-36mo	9.59010536398467
ECA703	q25.temp-36mo	11.4034243295019
ECA703	mean.temp-36mo	14.6129010071137
ECA703	median.temp-36mo	14.2197318007663
ECA703	q75.temp-36mo	17.9937978927203
ECA703	q90.temp-36mo	20.0727681992337
ECA703	max.temp-36mo	-Inf
ECA705	min.temp-36mo	Inf
ECA705	q10.temp-36mo	9.59010536398467
ECA705	q25.temp-36mo	11.4034243295019
ECA705	mean.temp-36mo	14.6129010071137
ECA705	median.temp-36mo	14.2197318007663
ECA705	q75.temp-36mo	17.9937978927203
ECA705	q90.temp-36mo	20.0727681992337
ECA705	max.temp-36mo	-Inf
ECA706	min.temp-36mo	Inf
ECA706	q10.temp-36mo	9.59010536398467
ECA706	q25.temp-36mo	11.4034243295019
ECA706	mean.temp-36mo	14.6129010071137
ECA706	median.temp-36mo	14.2197318007663
ECA706	q75.temp-36mo	17.9937978927203
ECA706	q90.temp-36mo	20.0727681992337
ECA706	max.temp-36mo	-Inf
ECA710	min.temp-36mo	Inf
ECA710	q10.temp-36mo	9.59010536398467
ECA710	q25.temp-36mo	11.4034243295019
ECA710	mean.temp-36mo	14.6129010071137
ECA710	median.temp-36mo	14.2197318007663
ECA710	q75.temp-36mo	17.9937978927203
ECA710	q90.temp-36mo	20.0727681992337
ECA710	max.temp-36mo	-Inf
ECA712	min.temp-36mo	Inf
ECA712	q10.temp-36mo	18.6633683206107
ECA712	q25.temp-36mo	19.2972089694657
ECA712	mean.temp-36mo	21.3841331110653
ECA712	median.temp-36mo	20.8529580152672
ECA712	q75.temp-36mo	23.5463263358779
ECA712	q90.temp-36mo	24.6106297709924
ECA712	max.temp-36mo	-Inf
ECA722	min.temp-36mo	Inf
ECA722	q10.temp-36mo	18.6624737344795
ECA722	q25.temp-36mo	19.2961556829035
ECA722	mean.temp-36mo	21.3822455431994
ECA722	median.temp-36mo	20.8507163323782
ECA722	q75.temp-36mo	23.5436007640879
ECA722	q90.temp-36mo	24.6075835721108
ECA722	max.temp-36mo	-Inf
ECA723	min.temp-36mo	Inf
ECA723	q10.temp-36mo	18.6624737344795
ECA723	q25.temp-36mo	19.2961556829035
ECA723	mean.temp-36mo	21.3822455431994
ECA723	median.temp-36mo	20.8507163323782
ECA723	q75.temp-36mo	23.5436007640879
ECA723	q90.temp-36mo	24.6075835721108
ECA723	max.temp-36mo	-Inf
ECA724	min.temp-36mo	3.83013953488372
ECA724	q10.temp-36mo	4.72177674418605
ECA724	q25.temp-36mo	5.48281395348837
ECA724	mean.temp-36mo	7.76215631689747
ECA724	median.temp-36mo	7.40823255813953
ECA724	q75.temp-36mo	10.0182093023256
ECA724	q90.temp-36mo	11.2182418604651
ECA724	max.temp-36mo	12.5218604651163
ECA730	min.temp-36mo	Inf
ECA730	q10.temp-36mo	18.6624737344795
ECA730	q25.temp-36mo	19.2961556829035
ECA730	mean.temp-36mo	21.3822455431994
ECA730	median.temp-36mo	20.8507163323782
ECA730	q75.temp-36mo	23.5436007640879
ECA730	q90.temp-36mo	24.6075835721108
ECA730	max.temp-36mo	-Inf
ECA732	min.temp-36mo	3.83013953488372
ECA732	q10.temp-36mo	4.72177674418605
ECA732	q25.temp-36mo	5.48281395348837
ECA732	mean.temp-36mo	7.76215631689747
ECA732	median.temp-36mo	7.40823255813953
ECA732	q75.temp-36mo	10.0182093023256
ECA732	q90.temp-36mo	11.2182418604651
ECA732	max.temp-36mo	12.5218604651163
ECA733	min.temp-36mo	3.83013953488372
ECA733	q10.temp-36mo	4.72177674418605
ECA733	q25.temp-36mo	5.48281395348837
ECA733	mean.temp-36mo	7.76215631689747
ECA733	median.temp-36mo	7.40823255813953
ECA733	q75.temp-36mo	10.0182093023256
ECA733	q90.temp-36mo	11.2182418604651
ECA733	max.temp-36mo	12.5218604651163
ECA738	min.temp-36mo	21.2490740740741
ECA738	q10.temp-36mo	21.9943425925926
ECA738	q25.temp-36mo	22.7378935185185
ECA738	mean.temp-36mo	24.3104971206026
